Jacob Salazar, jacob.salazar@uwaterloo.ca, quartzumbrellabat76
Noah Weaver, noah.weaver@uwaterloo.ca, hillsandwind16
Joseph Daniels, joseph.daniels@uwaterloo.ca, urchincloudkettle10
Logan Moreno, logan.moreno@uwaterloo.ca, yakwindhorse50
Betty Gordon, betty.gordon@uwaterloo.ca, antstrawberryumbrella22
Gary Ellis, gary.ellis@uwaterloo.ca, iguanamountainugli94
Christine Mendez, christine.mendez@uwaterloo.ca, kettlelionxigua59
Rebecca Wright, rebecca.wright@uwaterloo.ca, lakefigzephyr20
Kyle Cook, kyle.cook@uwaterloo.ca, nightvulturestrawberry13
Julie Lopez, julie.lopez@uwaterloo.ca, oceanfigmountain22
Lawrence Boyd, lawrence.boyd@uwaterloo.ca, raspberryjellyfishcherry76
Jacob Reed, jacob.reed@uwaterloo.ca, quincejungleautumn79
Hannah Morris, hannah.morris@uwaterloo.ca, dateantpapaya82
Denise Sanchez, denise.sanchez1@uwaterloo.ca, lakevalleypenguin48
Kelly Henderson, kelly.henderson@uwaterloo.ca, applebananaflower61
Jose Wood, jose.wood@uwaterloo.ca, batlemonzephyr29
Julia Davis, julia.davis@uwaterloo.ca, ugliyellowflower95
Amy Mcdonald, amy.mcdonald@uwaterloo.ca, jellyfishantmountain96
Leonard Morales, leonard.morales@uwaterloo.ca, horsejungleyawn30
Andrew Thompson, andrew.thompson@uwaterloo.ca, treeumbrellaelderberry83
Alexander Howard, alexander.howard@uwaterloo.ca, catgrapewatermelon23
Jacqueline Guzman, jacqueline.guzman@uwaterloo.ca, bananahoneydewyellow35
Olivia Schmidt, olivia.schmidt@uwaterloo.ca, lemonflowerhill70
Emily Ford, emily.ford@uwaterloo.ca, doglionorange43
Alexis Gonzalez, alexis.gonzalez@uwaterloo.ca, grapeautumnwatermelon89
Daniel Jenkins, daniel.jenkins@uwaterloo.ca, grapequinceelderberry69
Beverly Lee, beverly.lee@uwaterloo.ca, breezeuglirabbit77
Julia Garza, julia.garza@uwaterloo.ca, grapeelderberrymonkey58
Diana Henry, diana.henry@uwaterloo.ca, mountainquailapple96
Catherine Anderson, catherine.anderson@uwaterloo.ca, strawberryyawnapple34
Maria Vargas, maria.vargas@uwaterloo.ca, turtleoceanbreeze75
Evelyn Bryant, evelyn.bryant@uwaterloo.ca, newtiguanapenguin36
Walter Roberts, walter.roberts@uwaterloo.ca, mangohoneydewwhale57
Mary Harris, mary.harris@uwaterloo.ca, oceanwatermelonzucchini76
Doris Gardner, doris.gardner@uwaterloo.ca, autumnturtleraspberry60
Jeffrey Ramos, jeffrey.ramos@uwaterloo.ca, zephyrpapayapeak16
Rose Stephens, rose.stephens@uwaterloo.ca, tangerinekettlezucchini23
Patricia Mcdonald, patricia.mcdonald@uwaterloo.ca, tangerinexylophonepenguin44
Sharon Hall, sharon.hall@uwaterloo.ca, lionpapayaocean71
Roy Lee, roy.lee@uwaterloo.ca, flowerkettlezephyr23
Madison Gonzalez, madison.gonzalez1@uwaterloo.ca, yellowxiguabreeze46
Danielle Stephens, danielle.stephens@uwaterloo.ca, lionwindearth52
Austin Mitchell, austin.mitchell@uwaterloo.ca, breezekiwiapple78
Albert Freeman, albert.freeman@uwaterloo.ca, elephantdogquail22
Beverly Sanchez, beverly.sanchez@uwaterloo.ca, nighturchinvalley98
Hannah Thomas, hannah.thomas@uwaterloo.ca, jellyfishyakrabbit95
Laura Moore, laura.moore1@uwaterloo.ca, kettlegrapezucchini10
Teresa Munoz, teresa.munoz@uwaterloo.ca, catjellyfishcloud99
Joyce Henderson, joyce.henderson@uwaterloo.ca, kangaroopapayaapple86
Justin Freeman, justin.freeman@uwaterloo.ca, icegrapexerus46
Cynthia Perez, cynthia.perez@uwaterloo.ca, urchinturtlevanilla80
Gerald Morales, gerald.morales@uwaterloo.ca, umbrellabananasand55
Evelyn Hill, evelyn.hill@uwaterloo.ca, honeydewgrasspapaya66
Gloria Hall, gloria.hall@uwaterloo.ca, xylophonesharkyellow99
Leonard Wilson, leonard.wilson@uwaterloo.ca, xiguaicefrog39
Gloria White, gloria.white@uwaterloo.ca, bananaapplezephyr85
Linda Gardner, linda.gardner@uwaterloo.ca, sharkpenguinbreeze66
Virginia Hill, virginia.hill1@uwaterloo.ca, kangaroorabbitbat76
Albert Vasquez, albert.vasquez@uwaterloo.ca, iceraspberryugli15
Hannah Hayes, hannah.hayes@uwaterloo.ca, owlcloudpenguin26
Laura Gardner, laura.gardner1@uwaterloo.ca, kangaroouglikettle98
Sandra Fisher, sandra.fisher@uwaterloo.ca, froggoatbat79
Victoria Patterson, victoria.patterson@uwaterloo.ca, peakrabbitgrape18
Russell Nguyen, russell.nguyen@uwaterloo.ca, cloudhillvulture58
Robert Graham, robert.graham1@uwaterloo.ca, dateautumnearth45
Rose Reyes, rose.reyes@uwaterloo.ca, iguanahillpeak51
Stephen Ferguson, stephen.ferguson1@uwaterloo.ca, kangaroosharkbat55
Thomas Moore, thomas.moore@uwaterloo.ca, whaledogdew92
Gregory Evans, gregory.evans@uwaterloo.ca, icehorsenectarine98
Brenda Peterson, brenda.peterson@uwaterloo.ca, windmangozucchini41
Russell Ryan, russell.ryan@uwaterloo.ca, nightlakenewt78
Martha Walker, martha.walker@uwaterloo.ca, lionxylophoneearth30
Madison Alvarez, madison.alvarez@uwaterloo.ca, kangaroocherryfrog35
Alice Moreno, alice.moreno@uwaterloo.ca, quartzdewmountain80
Jason Young, jason.young@uwaterloo.ca, mountainmonkeyfrog49
Benjamin Brown, benjamin.brown@uwaterloo.ca, quincelemonjellyfish41
Julia Garza, julia.garza1@uwaterloo.ca, clouddatewhale34
Peter King, peter.king@uwaterloo.ca, earthzebraugli75
Daniel Herrera, daniel.herrera@uwaterloo.ca, kangaroofrogquail11
Sharon Morris, sharon.morris@uwaterloo.ca, lakekiwijungle51
Kevin Taylor, kevin.taylor@uwaterloo.ca, hillflowerbanana76
Samantha Jackson, samantha.jackson@uwaterloo.ca, ugliapplecloud30
Wayne Simmons, wayne.simmons@uwaterloo.ca, strawberryapplecherry28
Maria Long, maria.long@uwaterloo.ca, goatvalleyzucchini19
Mary Wood, mary.wood@uwaterloo.ca, sandkangarooxylophone58
Theresa Silva, theresa.silva@uwaterloo.ca, autumntangerinesand81
Megan Stephens, megan.stephens@uwaterloo.ca, cherrycherryugli88
Katherine Coleman, katherine.coleman@uwaterloo.ca, tangerinenighthill96
Margaret Ferguson, margaret.ferguson@uwaterloo.ca, dogfroggoat72
Jacob Robertson, jacob.robertson@uwaterloo.ca, windorangehorse12
Cheryl Shaw, cheryl.shaw@uwaterloo.ca, vanillakangaroowind25
Joan Tucker, joan.tucker@uwaterloo.ca, xylophoneantcat32
Judith Ward, judith.ward@uwaterloo.ca, papayalioncherry81
Jerry Harris, jerry.harris@uwaterloo.ca, dewcatquartz75
Evelyn Sanchez, evelyn.sanchez@uwaterloo.ca, quaildatequince99
Emma Owens, emma.owens@uwaterloo.ca, batantsand38
Janice Torres, janice.torres@uwaterloo.ca, watermelonzephyrorange46
Patricia Gutierrez, patricia.gutierrez@uwaterloo.ca, hillmonkeylake53
Janice Jimenez, janice.jimenez@uwaterloo.ca, junglejellyfishraspberry66
Christopher Rodriguez, christopher.rodriguez@uwaterloo.ca, lemonflowermountain91
Kelly Sanders, kelly.sanders1@uwaterloo.ca, watermelonxerusdog36
Sean Holmes, sean.holmes@uwaterloo.ca, mangonightlemon45
Sharon Cruz, sharon.cruz@uwaterloo.ca, xerustangerineriver76
Andrew Castillo, andrew.castillo@uwaterloo.ca, owllemonocean63
Karen Jimenez, karen.jimenez@uwaterloo.ca, windantorange87
Sarah Long, sarah.long@uwaterloo.ca, umbrellaelephantumbrella37
Linda White, linda.white1@uwaterloo.ca, honeydewdewwind55
Dorothy James, dorothy.james@uwaterloo.ca, turtlevalleyhoneydew81
Mark Ferguson, mark.ferguson@uwaterloo.ca, flowervulturemountain88
Kelly Meyer, kelly.meyer@uwaterloo.ca, monkeyoceannectarine28
Kyle Thomas, kyle.thomas@uwaterloo.ca, xerusmangoumbrella15
Patrick Mendoza, patrick.mendoza@uwaterloo.ca, uglihillelephant60
Susan Freeman, susan.freeman@uwaterloo.ca, grassquailautumn57
Ruth Romero, ruth.romero@uwaterloo.ca, lionpapayavulture31
Amanda Thompson, amanda.thompson1@uwaterloo.ca, sharkmountainhorse15
Mary Mitchell, mary.mitchell@uwaterloo.ca, nectarinemangokettle11
George Shaw, george.shaw@uwaterloo.ca, yawntreelake23
Adam Reynolds, adam.reynolds@uwaterloo.ca, kettlexylophonecloud95
Mark Gibson, mark.gibson@uwaterloo.ca, datehorsexigua64
George Fisher, george.fisher@uwaterloo.ca, nectarinequartzdate58
Bruce Roberts, bruce.roberts@uwaterloo.ca, quartzumbrellaiguana37
Amy Washington, amy.washington@uwaterloo.ca, grasskiwiriver89
Elizabeth Chavez, elizabeth.chavez@uwaterloo.ca, autumnfrogearth62
Ann Mendez, ann.mendez@uwaterloo.ca, sharkvultureiguana47
Joyce Gonzales, joyce.gonzales@uwaterloo.ca, quartzvalleybreeze37
Eugene Lee, eugene.lee@uwaterloo.ca, hillautumnpapaya12
Amber Lee, amber.lee@uwaterloo.ca, elderberryxiguadog85
Johnny Collins, johnny.collins1@uwaterloo.ca, umbrellaxylophoneowl85
Brandon Gibson, brandon.gibson@uwaterloo.ca, mangostrawberryflower44
Leonard Fisher, leonard.fisher@uwaterloo.ca, newtxylophonevulture38
Gerald Gonzalez, gerald.gonzalez1@uwaterloo.ca, penguinvalleyorange10
Nicholas Graham, nicholas.graham@uwaterloo.ca, raspberrykettlestrawberry91
Billy Martin, billy.martin@uwaterloo.ca, orangeorangeiguana86
Justin Lewis, justin.lewis@uwaterloo.ca, catorangewatermelon85
Leonard Nichols, leonard.nichols@uwaterloo.ca, zebrajunglevulture61
Benjamin Morales, benjamin.morales@uwaterloo.ca, breezelemondate37
Sara Webb, sara.webb@uwaterloo.ca, penguinhillsand31
Jacob Hernandez, jacob.hernandez@uwaterloo.ca, datejungleurchin88
Dylan Meyer, dylan.meyer@uwaterloo.ca, oceanzucchinizephyr34
Alan Bailey, alan.bailey@uwaterloo.ca, xylophonewhalepenguin31
Maria Cruz, maria.cruz@uwaterloo.ca, yellowpenguinurchin67
Mark Hunter, mark.hunter@uwaterloo.ca, oceanlakewatermelon28
Bobby Ward, bobby.ward@uwaterloo.ca, rivermountainlemon64
Angela Sanders, angela.sanders1@uwaterloo.ca, quartzyawnxigua19
Jerry Diaz, jerry.diaz@uwaterloo.ca, uglipenguintree71
Andrea Gray, andrea.gray@uwaterloo.ca, vulturecloudlion86
Jason Scott, jason.scott@uwaterloo.ca, penguinfrogtangerine79
Sean Moore, sean.moore@uwaterloo.ca, mountainzephyrxerus72
Michael Guzman, michael.guzman@uwaterloo.ca, kangarooapplebreeze48
Isabella Davis, isabella.davis@uwaterloo.ca, applebreezeflower58
Alexis Fox, alexis.fox@uwaterloo.ca, datewindturtle49
Brandon Myers, brandon.myers@uwaterloo.ca, zebrafigumbrella15
Dylan Nichols, dylan.nichols@uwaterloo.ca, lionkangaroougli26
Russell Murray, russell.murray@uwaterloo.ca, cherryquincegrape87
Joe Rice, joe.rice@uwaterloo.ca, kettlestrawberrytangerine80
Zachary Diaz, zachary.diaz@uwaterloo.ca, appleyakice23
Kyle Walker, kyle.walker@uwaterloo.ca, junglequaildog71
Nicole Wilson, nicole.wilson@uwaterloo.ca, lakeantbreeze75
Sean Moore, sean.moore1@uwaterloo.ca, clouddewflower98
William Garza, william.garza@uwaterloo.ca, penguinuglitree11
Carolyn Romero, carolyn.romero@uwaterloo.ca, yawnpenguinzephyr60
Joe Cruz, joe.cruz@uwaterloo.ca, owlvalleyocean94
Dennis Rice, dennis.rice@uwaterloo.ca, umbrellaiguanacat44
Christine Warren, christine.warren@uwaterloo.ca, orangegrassraspberry62
Benjamin Gardner, benjamin.gardner@uwaterloo.ca, vanillaturtledew88
Carl Rose, carl.rose@uwaterloo.ca, cloudxiguagrape55
Marilyn Moore, marilyn.moore@uwaterloo.ca, zucchinimonkeykiwi54
Ronald Wood, ronald.wood@uwaterloo.ca, flowerbatdog71
Elizabeth Wallace, elizabeth.wallace@uwaterloo.ca, sharkzephyrvulture16
Frances Hernandez, frances.hernandez@uwaterloo.ca, goatbananazephyr63
Judy Fernandez, judy.fernandez@uwaterloo.ca, zucchinilakejellyfish77
Joseph Henderson, joseph.henderson@uwaterloo.ca, bananastrawberrytangerine20
Harold Reynolds, harold.reynolds@uwaterloo.ca, cloudquincedew49
James Robinson, james.robinson@uwaterloo.ca, turtlewatermelonlake45
Kyle Rose, kyle.rose@uwaterloo.ca, monkeydewgoat16
Jean Edwards, jean.edwards@uwaterloo.ca, flowerkettlenewt23
Tyler Robertson, tyler.robertson@uwaterloo.ca, zucchiniowllion77
Jerry Allen, jerry.allen@uwaterloo.ca, quartzyawnturtle35
Helen Clark, helen.clark@uwaterloo.ca, orangeflowervulture71
Pamela Garza, pamela.garza@uwaterloo.ca, lioncatcherry45
Denise Barnes, denise.barnes@uwaterloo.ca, owlfloweryak15
Charles Barnes, charles.barnes@uwaterloo.ca, junglemountainnight80
Amanda Jones, amanda.jones@uwaterloo.ca, mountainflowergrape96
Anthony Ross, anthony.ross1@uwaterloo.ca, dewyellowcherry16
Tyler Olson, tyler.olson1@uwaterloo.ca, yellowfiglion25
Robert Baker, robert.baker1@uwaterloo.ca, newtvalleykangaroo83
Bryan Powell, bryan.powell@uwaterloo.ca, uglixerusjungle70
Paul Jones, paul.jones@uwaterloo.ca, cloudwhalequartz77
Kenneth Morris, kenneth.morris@uwaterloo.ca, vanillapenguintree89
Julie Flores, julie.flores@uwaterloo.ca, xiguaquailquartz51
Jacqueline Mendoza, jacqueline.mendoza@uwaterloo.ca, goatdewnewt61
Gabriel Robertson, gabriel.robertson@uwaterloo.ca, xiguapenguincat97
Beverly Long, beverly.long@uwaterloo.ca, vanillakettlenight18
Julie Stone, julie.stone@uwaterloo.ca, dateyakiguana34
Lisa Bennett, lisa.bennett@uwaterloo.ca, owlantiguana52
Samuel Ross, samuel.ross@uwaterloo.ca, xerusgrapemango62
Jerry Stephens, jerry.stephens1@uwaterloo.ca, horseurchinflower89
Daniel Barnes, daniel.barnes@uwaterloo.ca, raspberryowllake88
Gary Mcdonald, gary.mcdonald@uwaterloo.ca, hillstrawberrybreeze48
Nicholas Torres, nicholas.torres@uwaterloo.ca, papayayellowyak69
Terry Wells, terry.wells@uwaterloo.ca, autumnnewtocean53
Theresa Wagner, theresa.wagner@uwaterloo.ca, kettleearthnewt82
Doris Simpson, doris.simpson@uwaterloo.ca, breezewindhill32
Adam Wagner, adam.wagner@uwaterloo.ca, kettlecloudapple78
Jean Butler, jean.butler@uwaterloo.ca, owlliontangerine84
James Wagner, james.wagner@uwaterloo.ca, umbrellagraperabbit13
Maria Turner, maria.turner@uwaterloo.ca, lakequincehill60
James Wagner, james.wagner1@uwaterloo.ca, oceansharktree30
Emma Griffin, emma.griffin@uwaterloo.ca, watermelonkiwifrog13
John Mitchell, john.mitchell@uwaterloo.ca, grasssandfrog63
Gregory Butler, gregory.butler@uwaterloo.ca, riveroceantree15
Louis Gutierrez, louis.gutierrez1@uwaterloo.ca, catstrawberryocean65
Ronald Edwards, ronald.edwards@uwaterloo.ca, yellowtangerinecat89
Ethan Cook, ethan.cook@uwaterloo.ca, xylophonewindmango67
Sarah Baker, sarah.baker@uwaterloo.ca, catraspberrycherry38
Jason Collins, jason.collins@uwaterloo.ca, windautumnnight42
Cheryl Bryant, cheryl.bryant@uwaterloo.ca, grasslemonzebra44
Sara Foster, sara.foster@uwaterloo.ca, cherryorangewatermelon46
Maria Stone, maria.stone@uwaterloo.ca, lakequincegoat24
Denise Henderson, denise.henderson@uwaterloo.ca, bananatreepenguin80
Janet Hall, janet.hall@uwaterloo.ca, sharkvanillatree37
Peter Reynolds, peter.reynolds@uwaterloo.ca, kettlemonkeyfig24
Donna Meyer, donna.meyer@uwaterloo.ca, oceanjellyfishautumn92
Peter Williams, peter.williams@uwaterloo.ca, flowerowlapple96
Brittany Gonzalez, brittany.gonzalez@uwaterloo.ca, frogsharkocean75
Jonathan Watson, jonathan.watson@uwaterloo.ca, breezesharkkettle31
Lori Mendoza, lori.mendoza@uwaterloo.ca, icekangaroowatermelon40
Johnny Bennett, johnny.bennett@uwaterloo.ca, flowerhillkiwi41
Madison Morgan, madison.morgan@uwaterloo.ca, fignewtlion22
Gloria Gonzalez, gloria.gonzalez@uwaterloo.ca, grasswatermelonugli45
Virginia Phillips, virginia.phillips@uwaterloo.ca, owlvanillaant70
Alexander Flores, alexander.flores@uwaterloo.ca, watermelonyakquail37
Terry White, terry.white@uwaterloo.ca, cloudautumnhorse15
Danielle Fox, danielle.fox1@uwaterloo.ca, zephyrbreezemonkey78
Jacob Stephens, jacob.stephens@uwaterloo.ca, vulturetreecherry49
Carolyn Campbell, carolyn.campbell@uwaterloo.ca, orangefigiguana74
Mary Wilson, mary.wilson@uwaterloo.ca, riverdewnectarine57
Judy Kelly, judy.kelly@uwaterloo.ca, catnightwatermelon95
Martha Smith, martha.smith@uwaterloo.ca, newtquinceshark95
Ronald Collins, ronald.collins@uwaterloo.ca, uglibananahoneydew75
Madison Henry, madison.henry@uwaterloo.ca, nectarinekangaroozebra61
Ronald Hunter, ronald.hunter1@uwaterloo.ca, grapegrassgrass44
Wayne Williams, wayne.williams@uwaterloo.ca, whaleurchiniguana94
Joyce Gray, joyce.gray@uwaterloo.ca, lakeantgrass29
Diana Scott, diana.scott@uwaterloo.ca, raspberryrivertangerine62
Juan Stevens, juan.stevens@uwaterloo.ca, yawniceumbrella60
Matthew Jordan, matthew.jordan@uwaterloo.ca, xiguavalleynectarine20
Jean Ramos, jean.ramos@uwaterloo.ca, catbreezerabbit23
Russell Gutierrez, russell.gutierrez@uwaterloo.ca, vulturezephyrmango62
Steven Adams, steven.adams@uwaterloo.ca, papayaautumngoat47
Brian Walker, brian.walker@uwaterloo.ca, zephyrriverkiwi28
Rachel Jordan, rachel.jordan@uwaterloo.ca, penguinxerusnectarine69
Joseph Robinson, joseph.robinson@uwaterloo.ca, lionkettlexylophone14
Teresa Griffin, teresa.griffin@uwaterloo.ca, whaletangerinewind65
Russell Ferguson, russell.ferguson@uwaterloo.ca, lionxerushill52
Jonathan Lewis, jonathan.lewis@uwaterloo.ca, valleyraspberryraspberry15
Jean Tran, jean.tran@uwaterloo.ca, grassugliturtle87
Isabella Thompson, isabella.thompson@uwaterloo.ca, penguinurchinhorse49
Joe Black, joe.black@uwaterloo.ca, sharkfrogmonkey85
Benjamin Johnson, benjamin.johnson1@uwaterloo.ca, jellyfishxylophonegoat84
Debra Williams, debra.williams@uwaterloo.ca, lakelemonxylophone18
Jason Herrera, jason.herrera@uwaterloo.ca, cherrydewcherry62
Scott Stone, scott.stone1@uwaterloo.ca, umbrellalionkettle72
George Sullivan, george.sullivan@uwaterloo.ca, peakxiguaraspberry46
David Howard, david.howard@uwaterloo.ca, jellyfishtangerinequince52
Sophia Lopez, sophia.lopez@uwaterloo.ca, lemonwatermelonorange15
Hannah Webb, hannah.webb@uwaterloo.ca, antiguanatangerine68
Terry Lewis, terry.lewis@uwaterloo.ca, elephantjunglehorse25
Jesse Chavez, jesse.chavez@uwaterloo.ca, strawberrycatmountain46
Julie Wagner, julie.wagner@uwaterloo.ca, nectarinenectarinexerus66
Alexander Munoz, alexander.munoz@uwaterloo.ca, windyakcat31
Virginia Porter, virginia.porter@uwaterloo.ca, flowergoatjungle46
Debra Woods, debra.woods@uwaterloo.ca, xiguayellowquartz99
Roy Palmer, roy.palmer@uwaterloo.ca, sandhorsebanana53
Laura Allen, laura.allen@uwaterloo.ca, bananacloudfrog70
Stephanie Taylor, stephanie.taylor@uwaterloo.ca, strawberryxiguayawn36
Dennis Wagner, dennis.wagner@uwaterloo.ca, autumnvulturedate15
Angela Romero, angela.romero@uwaterloo.ca, quailelephantelephant64
Nicole Medina, nicole.medina@uwaterloo.ca, mangolakequail48
Thomas Weaver, thomas.weaver@uwaterloo.ca, iguanabreezedew95
Danielle Barnes, danielle.barnes@uwaterloo.ca, valleyzucchinizebra72
Karen Porter, karen.porter@uwaterloo.ca, quailpapayalemon20
Betty Lewis, betty.lewis@uwaterloo.ca, newtwindhoneydew27
Emma Hill, emma.hill@uwaterloo.ca, dogbreezequartz17
Susan Ruiz, susan.ruiz@uwaterloo.ca, quartzlionice50
Nicholas Edwards, nicholas.edwards@uwaterloo.ca, nighttangerineapple32
Laura Robinson, laura.robinson@uwaterloo.ca, cloudraspberryzephyr96
Joe Lewis, joe.lewis@uwaterloo.ca, yawnicebanana12
Jennifer Sanchez, jennifer.sanchez@uwaterloo.ca, frogicekettle32
Alexander Barnes, alexander.barnes@uwaterloo.ca, cloudsharkrabbit51
Eugene Allen, eugene.allen@uwaterloo.ca, autumnkettlehill45
Harry Hamilton, harry.hamilton@uwaterloo.ca, umbrellakiwinewt49
Maria Bailey, maria.bailey@uwaterloo.ca, xerussandelderberry22
Joe Chen, joe.chen@uwaterloo.ca, lakezucchinidew16
Samuel Price, samuel.price@uwaterloo.ca, monkeyzucchiniriver23
Vincent Tucker, vincent.tucker@uwaterloo.ca, riverpapayaxylophone30
Billy Guzman, billy.guzman@uwaterloo.ca, batbreezewatermelon60
Susan Freeman, susan.freeman1@uwaterloo.ca, xerusjungleugli65
Julia Ryan, julia.ryan@uwaterloo.ca, hilldewvulture81
Victoria Lee, victoria.lee@uwaterloo.ca, frogtreewatermelon52
William Wright, william.wright@uwaterloo.ca, iguanaflowerpenguin95
Dennis Webb, dennis.webb1@uwaterloo.ca, cherrymangozebra63
Keith Adams, keith.adams@uwaterloo.ca, applegoatturtle33
Melissa Nichols, melissa.nichols@uwaterloo.ca, kiwiautumnelderberry71
Charles Patel, charles.patel@uwaterloo.ca, elephantsharkstrawberry17
Johnny Perry, johnny.perry@uwaterloo.ca, dogoceanearth20
Dylan Castro, dylan.castro@uwaterloo.ca, vulturetangerineelderberry77
Olivia Washington, olivia.washington@uwaterloo.ca, appleurchinice21
Julie Griffin, julie.griffin@uwaterloo.ca, orangetangerineelephant30
Natalie Bell, natalie.bell@uwaterloo.ca, strawberrybreezevalley77
Terry Dixon, terry.dixon@uwaterloo.ca, figwindzephyr32
Mary Wood, mary.wood1@uwaterloo.ca, catdatedew28
Edward Kennedy, edward.kennedy@uwaterloo.ca, zebrapapayakettle33
Diane Patterson, diane.patterson@uwaterloo.ca, goatnightcloud42
Jose Bryant, jose.bryant@uwaterloo.ca, lakegrassocean23
Gabriel Soto, gabriel.soto@uwaterloo.ca, orangevultureautumn69
Teresa Ross, teresa.ross@uwaterloo.ca, whalewhaleelephant83
Kenneth Jenkins, kenneth.jenkins@uwaterloo.ca, yawnvalleymonkey24
Joe Cole, joe.cole@uwaterloo.ca, tangerineearthgrape50
Maria Herrera, maria.herrera@uwaterloo.ca, xylophoneyellownectarine17
Gloria Murphy, gloria.murphy@uwaterloo.ca, monkeyxeruswind98
Roger Sullivan, roger.sullivan@uwaterloo.ca, yakantjungle24
Linda Nelson, linda.nelson@uwaterloo.ca, oceanzephyrlake71
Philip Mitchell, philip.mitchell@uwaterloo.ca, vulturesharkautumn60
Emma Ford, emma.ford@uwaterloo.ca, yellowpeakfrog64
Lawrence Nguyen, lawrence.nguyen@uwaterloo.ca, quartzelephantgrape11
Patricia Young, patricia.young@uwaterloo.ca, yawnwindfrog52
Richard Miller, richard.miller@uwaterloo.ca, whalejunglehill25
Laura Mcdonald, laura.mcdonald@uwaterloo.ca, elephantrabbitzucchini29
Jose Woods, jose.woods@uwaterloo.ca, jellyfishnightgoat78
Rose Lewis, rose.lewis@uwaterloo.ca, bananawindzebra34
Rose Torres, rose.torres@uwaterloo.ca, turtlevalleybanana53
Joe Soto, joe.soto@uwaterloo.ca, mangostrawberrytangerine10
Olivia Ellis, olivia.ellis@uwaterloo.ca, urchinpapayacherry10
